date,user,page,duration
2021-01-02,17813,search,22
2021-01-02,17813,listings,14
2021-01-02,17813,about,18
2021-01-02,17813,search,41
2021-01-02,17813,search,33
2021-01-02,17813,listings,47
2021-01-02,17813,listings,7
2021-01-02,17813,listings,14
2021-01-02,17814,listings,17
2021-01-02,17814,search,3
2021-01-02,17814,listings,29
2021-01-02,17813,listings,12
2021-01-02,17814,about,12
2021-01-02,17814,home,27
2021-01-02,17815,profile,21
2021-01-02,17815,search,14
2021-01-02,17816,search,11
2021-01-02,17815,home,19
2021-01-02,17816,search,9
2021-01-02,17816,search,15
2021-01-02,17815,home,15
2021-01-02,17816,about,26
2021-01-02,17816,listings,5
2021-01-02,17816,search,60
2021-01-03,17817,home,12
2021-01-03,17817,search,10
2021-01-03,17817,search,21
2021-01-03,17817,listings,40
2021-01-03,17817,search,4
2021-01-03,17817,listings,17
2021-01-03,17817,about,41
2021-01-03,17817,listings,23
2021-01-03,17817,about,3
2021-01-03,17818,profile,7
2021-01-03,17818,listings,67
2021-01-03,17818,search,18
2021-01-03,17818,search,14
2021-01-03,17818,profile,6
2021-01-03,17818,profile,46
2021-01-03,17818,search,6
2021-01-03,17818,listings,4
2021-01-03,17818,search,9
2021-01-03,17818,search,19
2021-01-03,17819,profile,4
2021-01-03,17819,listings,15
2021-01-03,17820,search,11
2021-01-03,17820,search,13
2021-01-03,17819,listings,3
2021-01-03,17820,search,12
2021-01-03,17820,listings,24
2021-01-03,17820,search,10
2021-01-03,17821,about,51
2021-01-03,17820,profile,14
2021-01-03,17820,listings,7
2021-01-03,17821,listings,3
2021-01-03,17822,listings,39
2021-01-03,17821,search,16
2021-01-03,17821,search,38
2021-01-03,17822,profile,7
2021-01-03,17822,about,32
2021-01-03,17822,search,13
2021-01-03,17822,about,7
2021-01-03,17823,search,18
2021-01-03,17823,home,23
2021-01-03,17822,about,7
2021-01-03,17823,search,25
2021-01-03,17823,search,15
2021-01-03,17823,search,15
2021-01-03,17823,listings,8
2021-01-03,17824,home,21
2021-01-03,17824,about,5
2021-01-03,17824,profile,22
2021-01-03,17824,profile,51
2021-01-03,17824,profile,35
2021-01-03,17824,search,7
2021-01-04,17825,search,6
2021-01-04,17825,listings,28
2021-01-04,17825,profile,28
2021-01-04,17825,listings,2
2021-01-04,17825,search,16
2021-01-04,17825,about,25
2021-01-04,17825,listings,9
2021-01-04,17826,search,23
2021-01-04,17826,profile,11
2021-01-04,17826,search,10
2021-01-04,17826,listings,37
2021-01-04,17826,search,0
2021-01-04,17826,about,14
2021-01-04,17826,listings,17
2021-01-04,17826,about,29
2021-01-04,17826,about,20
2021-01-04,17826,profile,22
2021-01-04,17826,listings,8
2021-01-04,17827,listings,20
2021-01-04,17827,listings,13
2021-01-04,17827,search,19
2021-01-04,17827,search,11
2021-01-04,17827,listings,15
2021-01-04,17827,search,12
2021-01-04,17827,listings,6
2021-01-04,17827,home,13
2021-01-04,17828,listings,42
2021-01-04,17828,profile,54
2021-01-04,17827,listings,7
2021-01-04,17828,listings,24
2021-01-04,17828,listings,30
2021-01-04,17828,about,2
2021-01-04,17828,about,22
2021-01-04,17829,profile,29
2021-01-04,17829,listings,7
2021-01-04,17829,home,37
2021-01-04,17829,listings,23
2021-01-04,17829,listings,12
2021-01-04,17829,search,12
2021-01-04,17829,search,12
2021-01-04,17829,listings,9
2021-01-04,17829,search,10
2021-01-04,17829,listings,11
2021-01-04,17829,profile,43
2021-01-04,17830,about,21
2021-01-04,17830,search,15
2021-01-04,17831,profile,17
2021-01-04,17830,search,21
2021-01-04,17830,search,13
2021-01-04,17831,listings,28
2021-01-04,17831,listings,20
2021-01-04,17831,profile,33
2021-01-04,17831,search,20
2021-01-04,17832,search,43
2021-01-04,17832,listings,6
2021-01-04,17831,search,12
2021-01-04,17832,listings,10
2021-01-04,17832,listings,13
2021-01-04,17832,search,10
2021-01-04,17832,search,63
2021-01-04,17832,search,10
2021-01-04,17832,listings,2
2021-01-04,17832,home,18
2021-01-04,17833,search,6
2021-01-04,17833,profile,9
2021-01-04,17833,search,26
2021-01-04,17832,home,41
2021-01-04,17833,search,34
2021-01-04,17833,home,17
2021-01-04,17833,listings,10
2021-01-04,17834,profile,6
2021-01-04,17834,listings,3
2021-01-04,17835,profile,54
2021-01-04,17835,search,8
2021-01-04,17834,search,6
2021-01-04,17835,listings,19
2021-01-04,17835,profile,19
2021-01-04,17835,listings,1
2021-01-04,17835,profile,21
2021-01-04,17835,search,28
2021-01-04,17835,search,2
2021-01-04,17835,profile,9
2021-01-05,17836,search,16
2021-01-05,17836,search,38
2021-01-05,17836,home,9
2021-01-05,17836,listings,16
2021-01-05,17836,about,18
2021-01-05,17837,home,29
2021-01-05,17836,listings,26
2021-01-05,17837,listings,18
2021-01-05,17837,search,56
2021-01-05,17837,listings,27
2021-01-05,17837,home,18
2021-01-05,17837,search,12
2021-01-05,17838,search,7
2021-01-05,17838,listings,47
2021-01-05,17837,listings,37
2021-01-05,17838,profile,13
2021-01-05,17838,search,26
2021-01-05,17838,search,19
2021-01-05,17838,listings,1
2021-01-05,17839,search,22
2021-01-05,17838,about,15
2021-01-05,17839,search,48
2021-01-05,17839,listings,11
2021-01-05,17839,home,25
2021-01-05,17839,search,41
2021-01-05,17839,about,1
2021-01-05,17840,listings,7
2021-01-05,17839,listings,17
2021-01-05,17839,profile,27
2021-01-05,17840,search,18
2021-01-05,17840,search,17
2021-01-05,17840,listings,41
2021-01-05,17840,listings,26
2021-01-05,17840,about,5
2021-01-05,17841,profile,18
2021-01-05,17841,home,19
2021-01-05,17841,listings,10
2021-01-05,17841,listings,7
2021-01-05,17841,listings,37
2021-01-05,17841,about,14
2021-01-05,17841,home,45
2021-01-05,17841,search,20
2021-01-05,17841,about,17
2021-01-05,17842,home,19
2021-01-05,17842,listings,5
2021-01-05,17841,search,34
2021-01-05,17842,listings,32
2021-01-05,17842,about,8
2021-01-05,17842,search,34
2021-01-05,17842,listings,36
2021-01-05,17842,search,7
2021-01-05,17842,about,23
2021-01-05,17843,search,45
2021-01-05,17843,profile,27
2021-01-05,17843,search,23
2021-01-05,17843,search,13
2021-01-05,17843,profile,18
2021-01-05,17843,profile,28
2021-01-05,17843,listings,3
2021-01-05,17843,profile,9
2021-01-05,17843,search,27
2021-01-06,17844,listings,3
2021-01-06,17844,search,24
2021-01-06,17844,profile,7
2021-01-06,17844,listings,36
2021-01-06,17844,search,11
2021-01-06,17844,listings,24
2021-01-06,17844,listings,29
2021-01-06,17845,search,17
2021-01-06,17844,home,21
2021-01-06,17845,search,26
2021-01-06,17845,search,40
2021-01-06,17845,search,24
2021-01-06,17845,profile,30
2021-01-06,17845,search,25
2021-01-06,17846,search,30
2021-01-06,17846,search,37
2021-01-06,17846,search,9
2021-01-06,17846,listings,12
2021-01-06,17846,about,49
2021-01-06,17846,search,16
2021-01-06,17846,search,4
2021-01-06,17846,profile,21
2021-01-06,17846,about,34
2021-01-06,17847,search,26
2021-01-06,17847,search,32
2021-01-06,17847,about,3
2021-01-06,17847,search,15
2021-01-06,17847,search,11
2021-01-06,17847,about,16
2021-01-06,17847,listings,38
2021-01-06,17848,search,16
2021-01-06,17847,search,10
2021-01-06,17848,profile,14
2021-01-06,17848,home,27
2021-01-06,17848,search,17
2021-01-06,17849,search,29
2021-01-06,17848,profile,15
2021-01-06,17849,profile,7
2021-01-06,17849,listings,32
2021-01-06,17850,listings,14
2021-01-06,17850,search,18
2021-01-06,17849,listings,63
2021-01-06,17850,profile,7
2021-01-06,17850,about,26
2021-01-06,17850,listings,11
2021-01-06,17850,search,27
2021-01-06,17850,profile,16
2021-01-06,17851,listings,40
2021-01-06,17851,search,20
2021-01-06,17851,home,18
2021-01-06,17851,profile,43
2021-01-06,17851,listings,1
2021-01-06,17851,home,43
2021-01-07,17852,search,42
2021-01-07,17852,search,31
2021-01-07,17853,listings,9
2021-01-07,17852,search,6
2021-01-07,17853,search,9
2021-01-07,17853,home,6
2021-01-07,17853,profile,26
2021-01-07,17853,search,12
2021-01-07,17853,profile,8
2021-01-07,17853,listings,24
2021-01-07,17853,listings,11
2021-01-07,17854,search,23
2021-01-07,17855,search,6
2021-01-07,17854,search,40
2021-01-07,17854,search,21
2021-01-07,17855,about,4
2021-01-07,17855,home,13
2021-01-07,17854,search,18
2021-01-07,17855,listings,9
2021-01-07,17855,about,3
2021-01-07,17855,listings,17
2021-01-07,17856,profile,28
2021-01-07,17855,search,7
2021-01-07,17855,profile,9
2021-01-07,17856,listings,10
2021-01-07,17856,profile,6
2021-01-07,17856,profile,3
2021-01-07,17856,about,7
2021-01-07,17856,home,13
2021-01-07,17856,profile,11
2021-01-07,17856,about,45
2021-01-07,17857,home,17
2021-01-07,17857,listings,6
2021-01-07,17857,search,17
2021-01-07,17857,listings,45
2021-01-07,17857,listings,20
2021-01-07,17857,listings,25
2021-01-07,17857,search,11
2021-01-07,17857,about,13
2021-01-07,17858,profile,5
2021-01-07,17858,profile,15
2021-01-07,17857,listings,4
2021-01-07,17858,listings,17
2021-01-07,17858,search,38
2021-01-07,17858,search,29
2021-01-07,17858,search,10
2021-01-07,17858,listings,8
2021-01-07,17858,profile,14
2021-01-07,17859,listings,14
2021-01-07,17859,listings,20
2021-01-07,17859,search,5
2021-01-07,17859,search,28
2021-01-07,17860,listings,6
2021-01-07,17860,search,5
2021-01-07,17860,listings,30
2021-01-07,17861,home,10
2021-01-07,17860,profile,12
2021-01-07,17860,search,6
2021-01-07,17861,home,11
2021-01-07,17861,search,23
2021-01-07,17861,about,30
2021-01-07,17861,search,3
2021-01-07,17862,profile,16
2021-01-07,17862,profile,7
2021-01-07,17862,profile,14
2021-01-07,17862,listings,31
2021-01-07,17863,search,8
2021-01-07,17863,profile,16
2021-01-07,17863,profile,41
2021-01-07,17863,search,25
2021-01-07,17863,search,19
2021-01-07,17863,search,29
2021-01-07,17863,search,21
2021-01-07,17864,search,35
2021-01-07,17863,listings,17
2021-01-07,17864,search,27
2021-01-07,17864,search,5
2021-01-07,17864,profile,6
2021-01-07,17864,profile,27
2021-01-07,17864,listings,38
2021-01-07,17864,about,11
2021-01-07,17864,listings,8
2021-01-07,17864,listings,11
2021-01-08,17865,search,6
2021-01-08,17865,search,3
2021-01-08,17865,listings,26
2021-01-08,17865,search,20
2021-01-08,17865,listings,9
2021-01-08,17865,profile,9
2021-01-08,17865,search,13
2021-01-08,17866,about,28
2021-01-08,17866,listings,40
2021-01-08,17866,search,30
2021-01-08,17866,search,21
2021-01-08,17866,profile,5
2021-01-08,17866,about,20
2021-01-08,17867,profile,67
2021-01-08,17867,about,21
2021-01-08,17867,about,40
2021-01-08,17867,search,9
2021-01-08,17867,listings,15
2021-01-08,17867,profile,8
2021-01-08,17867,profile,15
2021-01-08,17867,listings,21
2021-01-08,17867,listings,5
2021-01-08,17868,about,40
2021-01-08,17868,search,1
2021-01-08,17868,listings,15
2021-01-08,17868,about,22
2021-01-08,17868,profile,17
2021-01-08,17868,search,36
2021-01-08,17869,listings,13
2021-01-08,17869,about,31
2021-01-08,17869,search,7
2021-01-08,17869,listings,35
2021-01-08,17869,search,12
2021-01-08,17869,about,19
2021-01-08,17869,profile,49
2021-01-08,17870,listings,2
2021-01-08,17869,listings,15
2021-01-08,17870,search,6
2021-01-08,17869,home,39
2021-01-08,17869,listings,10
2021-01-08,17870,listings,33
2021-01-08,17870,profile,11
2021-01-08,17870,listings,13
2021-01-08,17870,listings,21
2021-01-08,17870,about,13
2021-01-08,17871,home,8
2021-01-08,17870,about,7
2021-01-08,17870,listings,10
2021-01-08,17871,listings,6
2021-01-08,17872,listings,18
2021-01-08,17872,search,12
2021-01-08,17872,search,13
2021-01-08,17872,search,18
2021-01-08,17872,search,2
2021-01-08,17872,search,50
2021-01-08,17872,profile,15
2021-01-08,17872,listings,5
2021-01-08,17872,search,28
2021-01-08,17873,search,5
2021-01-08,17873,listings,18
2021-01-08,17873,profile,30
2021-01-08,17873,about,4
2021-01-08,17873,listings,13
2021-01-08,17873,home,11
2021-01-08,17873,search,37
2021-01-08,17874,home,24
2021-01-08,17873,search,22
2021-01-08,17873,listings,5
2021-01-08,17874,search,1
2021-01-08,17874,listings,14
2021-01-08,17874,home,13
2021-01-08,17874,profile,10
2021-01-09,17875,search,19
2021-01-09,17875,search,14
2021-01-09,17875,search,52
2021-01-09,17875,home,22
2021-01-09,17875,search,34
2021-01-09,17875,search,9
2021-01-09,17875,listings,8
2021-01-09,17875,search,48
2021-01-09,17876,search,9
2021-01-09,17875,profile,14
2021-01-09,17876,listings,4
2021-01-09,17875,listings,15
2021-01-09,17876,listings,59
2021-01-09,17876,search,16
2021-01-09,17876,listings,18
2021-01-09,17876,search,3
2021-01-09,17876,search,10
2021-01-09,17877,profile,14
2021-01-09,17877,listings,10
2021-01-09,17877,listings,37
2021-01-09,17877,about,7
2021-01-09,17877,search,24
2021-01-09,17878,listings,12
2021-01-09,17877,listings,12
2021-01-09,17878,listings,31
2021-01-09,17878,profile,26
2021-01-09,17878,listings,3
2021-01-09,17878,listings,19
2021-01-09,17878,search,24
2021-01-09,17878,search,2
2021-01-09,17879,profile,13
2021-01-09,17879,about,10
2021-01-09,17879,search,32
2021-01-09,17879,search,10
2021-01-09,17879,listings,15
2021-01-09,17880,search,6
2021-01-09,17880,home,5
2021-01-09,17880,search,8
2021-01-09,17880,about,38
2021-01-09,17881,search,15
2021-01-09,17880,listings,20
2021-01-09,17880,profile,27
2021-01-09,17880,search,1
2021-01-09,17881,listings,38
2021-01-09,17881,listings,12
2021-01-09,17881,about,28
2021-01-09,17881,listings,18
2021-01-09,17881,listings,105
2021-01-09,17882,home,4
2021-01-09,17882,home,7
2021-01-09,17882,profile,5
2021-01-09,17882,about,2
2021-01-09,17882,search,19
2021-01-09,17882,listings,13
2021-01-09,17882,profile,11
2021-01-09,17882,listings,3
2021-01-09,17883,listings,69
2021-01-09,17883,listings,9
2021-01-09,17883,listings,28
2021-01-09,17883,profile,35
2021-01-09,17883,listings,21
2021-01-09,17883,listings,27
2021-01-09,17883,listings,18
2021-01-09,17884,listings,10
2021-01-09,17884,about,13
2021-01-09,17884,listings,16
2021-01-09,17884,listings,97
2021-01-09,17884,about,6
2021-01-09,17884,home,27
2021-01-09,17884,about,7
2021-01-09,17884,listings,29
2021-01-09,17885,listings,13
2021-01-09,17885,search,26
2021-01-09,17885,listings,21
2021-01-09,17885,search,32
2021-01-09,17885,home,5
2021-01-09,17885,search,28
2021-01-09,17885,profile,13
2021-01-09,17886,listings,2
2021-01-09,17886,search,20
2021-01-09,17886,listings,40
2021-01-09,17886,listings,37
2021-01-09,17886,about,8
2021-01-09,17886,listings,16
2021-01-09,17886,search,13
2021-01-09,17886,search,21
2021-01-09,17886,search,18
2021-01-09,17886,profile,24
2021-01-09,17887,search,25
2021-01-09,17887,search,22
2021-01-09,17887,profile,30
2021-01-09,17887,search,11
2021-01-09,17887,search,41
2021-01-09,17888,listings,5
2021-01-09,17887,search,19
2021-01-09,17887,search,18
2021-01-09,17888,search,18
2021-01-09,17888,listings,2
2021-01-09,17888,home,6
2021-01-09,17888,profile,11
2021-01-09,17889,profile,14
2021-01-09,17888,search,22
2021-01-09,17889,about,14
2021-01-09,17889,profile,16
2021-01-09,17889,search,5
2021-01-09,17889,profile,15
2021-01-09,17889,about,16
2021-01-09,17889,search,27
2021-01-09,17889,profile,7
2021-01-09,17890,profile,32
2021-01-09,17890,listings,32
2021-01-09,17890,search,21
2021-01-09,17890,profile,27
2021-01-09,17890,profile,18
2021-01-09,17890,search,8
2021-01-09,17890,profile,10
2021-01-09,17890,search,11
2021-01-09,17891,profile,5
2021-01-09,17891,search,47
2021-01-09,17891,listings,12
2021-01-09,17891,listings,27
2021-01-09,17891,about,19
2021-01-09,17891,listings,27
2021-01-09,17891,profile,24
2021-01-10,17892,home,59
2021-01-10,17892,search,21
2021-01-10,17892,profile,13
2021-01-10,17892,listings,5
2021-01-10,17892,listings,32
2021-01-10,17892,listings,26
2021-01-10,17892,listings,2
2021-01-10,17893,search,13
2021-01-10,17893,listings,26
2021-01-10,17893,profile,29
2021-01-10,17893,profile,7
2021-01-10,17893,listings,1
2021-01-10,17894,search,18
2021-01-10,17894,search,47
2021-01-10,17894,search,23
2021-01-10,17894,listings,13
2021-01-10,17894,listings,20
2021-01-10,17895,home,4
2021-01-10,17895,listings,8
2021-01-10,17894,about,9
2021-01-10,17895,search,27
2021-01-10,17895,profile,62
2021-01-10,17895,profile,57
2021-01-10,17895,listings,1
2021-01-10,17895,listings,12
2021-01-10,17895,search,12
2021-01-10,17895,listings,38
2021-01-10,17896,profile,10
2021-01-10,17896,listings,14
2021-01-10,17896,search,16
2021-01-10,17896,search,6
2021-01-10,17896,listings,11
2021-01-10,17896,listings,28
2021-01-10,17896,search,38
2021-01-10,17896,about,37
2021-01-10,17896,search,31
2021-01-10,17897,home,40
2021-01-10,17896,listings,12
2021-01-10,17897,profile,5
2021-01-10,17897,search,6
2021-01-10,17897,profile,37
2021-01-10,17897,home,5
2021-01-10,17898,about,30
2021-01-10,17898,profile,17
2021-01-10,17898,home,33
2021-01-10,17898,profile,19
2021-01-10,17898,search,17
2021-01-10,17898,profile,12
2021-01-10,17898,search,14
2021-01-10,17898,listings,36
2021-01-10,17899,search,10
2021-01-10,17899,profile,7
2021-01-10,17899,search,16
2021-01-10,17899,listings,42
2021-01-10,17899,search,12
2021-01-10,17900,listings,13
2021-01-11,17901,profile,3
2021-01-11,17901,search,12
2021-01-11,17901,search,15
2021-01-11,17901,listings,21
2021-01-11,17901,search,53
2021-01-11,17902,search,9
2021-01-11,17901,profile,11
2021-01-11,17902,search,8
2021-01-11,17902,search,4
2021-01-11,17902,listings,6
2021-01-11,17902,search,7
2021-01-11,17902,profile,41
2021-01-11,17902,home,51
2021-01-11,17903,home,9
2021-01-11,17903,search,18
2021-01-11,17903,about,10
2021-01-11,17903,home,19
2021-01-11,17903,profile,12
2021-01-11,17904,search,23
2021-01-11,17904,listings,34
2021-01-11,17904,about,17
2021-01-11,17904,listings,6
2021-01-11,17904,search,59
2021-01-11,17904,listings,40
2021-01-11,17904,search,9
2021-01-11,17904,search,26
2021-01-11,17904,profile,22
2021-01-11,17904,listings,40
2021-01-11,17905,search,28
2021-01-11,17905,profile,9
2021-01-11,17904,profile,20
2021-01-11,17905,home,3
2021-01-11,17905,search,31
2021-01-11,17906,listings,8
2021-01-11,17906,search,12
2021-01-11,17905,search,5
2021-01-11,17906,search,7
2021-01-11,17906,profile,5
2021-01-11,17906,listings,8
2021-01-11,17906,search,60
2021-01-11,17906,search,31
2021-01-11,17906,listings,14
2021-01-11,17906,listings,3
2021-01-11,17906,listings,7
2021-01-11,17906,listings,13
2021-01-11,17907,search,9
2021-01-11,17907,about,7
2021-01-11,17907,search,8
2021-01-11,17907,listings,37
2021-01-11,17907,home,15
2021-01-11,17907,search,57
2021-01-11,17907,listings,49
2021-01-11,17908,listings,16
2021-01-11,17908,listings,9
2021-01-11,17907,home,17
2021-01-11,17908,listings,8
2021-01-11,17908,about,62
2021-01-11,17908,listings,12
2021-01-11,17908,search,12
2021-01-11,17908,profile,15
2021-01-11,17908,search,4
2021-01-11,17908,home,14
2021-01-11,17908,listings,28
2021-01-11,17908,listings,6
2021-01-12,17909,listings,9
2021-01-12,17909,search,36
2021-01-12,17909,about,12
2021-01-12,17909,listings,17
2021-01-12,17909,listings,15
2021-01-12,17909,about,31
2021-01-12,17909,search,20
2021-01-12,17909,search,18
2021-01-12,17910,profile,73
2021-01-12,17910,search,12
2021-01-12,17910,search,14
2021-01-12,17910,listings,31
2021-01-12,17910,home,31
2021-01-12,17911,search,18
2021-01-12,17910,search,13
2021-01-12,17911,search,11
2021-01-12,17911,profile,15
2021-01-12,17911,search,7
2021-01-12,17912,listings,16
2021-01-12,17912,search,9
2021-01-12,17912,listings,32
2021-01-12,17912,profile,13
2021-01-12,17912,listings,19
2021-01-12,17912,search,18
2021-01-12,17912,profile,5
2021-01-12,17913,search,15
2021-01-12,17912,search,26
2021-01-12,17912,search,7
2021-01-12,17913,listings,22
2021-01-12,17913,search,6
2021-01-12,17913,search,28
2021-01-12,17913,listings,31
2021-01-12,17913,listings,11
2021-01-12,17913,listings,7
2021-01-12,17914,profile,8
2021-01-12,17915,home,30
2021-01-12,17914,about,14
2021-01-12,17915,about,17
2021-01-12,17915,home,16
2021-01-12,17915,listings,14
2021-01-12,17915,listings,17
2021-01-12,17915,profile,8
2021-01-12,17916,home,24
2021-01-12,17916,search,3
2021-01-12,17916,search,4
2021-01-12,17916,listings,16
2021-01-12,17916,listings,3
2021-01-12,17916,profile,61
2021-01-12,17916,search,16
2021-01-12,17917,profile,36
2021-01-12,17916,home,13
2021-01-12,17917,home,16
2021-01-12,17917,profile,11
2021-01-12,17917,search,10
2021-01-12,17917,listings,14
2021-01-12,17918,search,20
2021-01-12,17917,search,3
2021-01-12,17918,listings,18
2021-01-12,17918,search,40
2021-01-12,17918,listings,23
2021-01-12,17919,search,9
2021-01-12,17919,profile,6
2021-01-12,17919,search,17
2021-01-12,17919,search,12
2021-01-12,17920,home,20
2021-01-12,17919,search,82
2021-01-12,17920,listings,27
2021-01-12,17921,search,33
2021-01-12,17920,home,20
2021-01-12,17921,search,13
2021-01-12,17921,search,41
2021-01-12,17921,profile,36
2021-01-12,17921,listings,4
2021-01-12,17921,search,16
2021-01-12,17921,search,2
2021-01-12,17922,listings,22
2021-01-12,17922,search,13
2021-01-12,17922,search,41
2021-01-12,17922,profile,15
2021-01-12,17922,home,32
2021-01-13,17923,search,7
2021-01-13,17923,profile,20
2021-01-13,17923,search,40
2021-01-13,17923,about,9
2021-01-13,17924,profile,31
2021-01-13,17923,listings,14
2021-01-13,17924,search,16
2021-01-13,17924,listings,17
2021-01-13,17924,listings,22
2021-01-13,17924,search,26
2021-01-13,17924,listings,29
2021-01-13,17924,listings,17
2021-01-13,17924,listings,13
2021-01-13,17925,listings,21
2021-01-13,17924,listings,17
2021-01-13,17924,search,10
2021-01-13,17925,search,18
2021-01-13,17925,about,19
2021-01-13,17925,listings,12
2021-01-13,17926,about,10
2021-01-13,17926,listings,40
2021-01-13,17926,search,26
2021-01-13,17926,listings,13
2021-01-13,17926,search,30
2021-01-13,17926,listings,0
2021-01-13,17926,listings,15
2021-01-13,17926,search,33
2021-01-13,17927,listings,14
2021-01-13,17927,listings,8
2021-01-13,17927,listings,11
2021-01-13,17927,profile,10
2021-01-13,17927,home,28
2021-01-13,17928,about,13
2021-01-13,17928,home,49
2021-01-13,17928,profile,27
2021-01-13,17929,search,4
2021-01-13,17928,profile,38
2021-01-13,17929,search,18
2021-01-13,17929,search,9
2021-01-13,17929,search,10
2021-01-13,17929,home,30
2021-01-13,17929,profile,5
2021-01-13,17929,about,12
2021-01-13,17929,profile,3
2021-01-13,17930,listings,4
2021-01-13,17930,search,21
2021-01-13,17930,search,18
2021-01-13,17930,listings,14
2021-01-13,17930,listings,6
2021-01-13,17930,search,7
2021-01-13,17930,listings,33
2021-01-13,17930,about,33
2021-01-13,17931,listings,37
2021-01-13,17931,search,28
2021-01-13,17931,profile,18
2021-01-13,17931,about,9
2021-01-13,17932,search,13
2021-01-13,17932,search,9
2021-01-13,17932,listings,21
